year,month,date,temperature,specific humidity,relative humidity,surface pressure,wind speed,wind direction,rainfall
2012,1,20,24.98,12.88,66.56,99.17,3.14,249.62,0
2012,1,21,24.92,12.51,64.94,99.2,2.19,186.12,0
2012,1,22,25.54,13.61,67.5,99.3,2.57,224.62,0
2012,1,23,25.91,13.37,65.56,99.3,2.32,182.38,0
2012,1,24,25.82,13.85,67.5,99.29,2.27,222.31,0
2012,1,25,25.48,12.15,60.94,99.26,2.59,175.06,0
2012,1,26,25.5,12.45,63.06,99.25,2.88,226.31,0
2012,1,27,24.87,11.84,61.12,99.26,2.6,192.69,0
2012,1,28,25.4,13.49,67.75,99.2,3.1,244.5,0.01
2012,1,29,25.07,14.1,71.25,99.19,2.76,265.56,0.02
2012,1,30,25.74,13.67,66.75,99.25,2.52,211.94,0.01
2012,1,31,26.3,12.15,58.19,99.33,2.47,182.62,0.01
2012,2,1,26,10.5,52,99.32,2.56,149.44,0
2012,2,2,26.48,10.8,51.62,99.34,2.22,153.31,0
2012,2,3,26.44,10.93,52.81,99.37,2.42,167.44,0
2012,2,4,26.25,11.9,56.56,99.36,2.09,182.38,0
2012,2,5,26.88,13.98,64.19,99.3,1.84,200.19,0
2012,2,6,27.15,13.98,62.75,99.26,2.2,195.25,0.06
2012,2,7,27.01,13.92,63.31,99.2,2.55,219.69,0
2012,2,8,27.65,13.43,58.94,99.11,2.89,253.81,0
2012,2,9,27.83,12.7,55.44,99.07,2.52,204.06,0
2012,2,10,27.6,12.88,56.38,99.13,1.87,166,0.13
2012,2,11,27.58,15.01,65.19,99.2,1.8,228.19,0.08
2012,2,12,27.12,14.77,65.69,99.25,2.03,225,0
2012,2,13,27.69,14.34,62.5,99.28,2.41,234.12,0
2012,2,14,27.33,13.73,61.38,99.35,2.23,220.88,0
2012,2,15,27.19,13.31,60.69,99.24,2.63,219.62,0
2012,2,16,27.32,12.27,56.19,99.08,3.23,260.5,0
2012,2,17,27.15,11.72,53.5,99.09,2.41,202.25,0
2012,2,18,28.17,13.12,56.19,99.19,2.58,207.44,0
2012,2,19,28.18,11.6,50.62,99.2,1.95,170.69,0
2012,2,20,27.66,11.54,51.44,99.17,2.38,195.69,0
2012,2,21,28.03,13.67,59.5,99.05,2.01,212.25,0
2012,2,22,28.41,13.12,56.62,99.01,1.55,198.31,0.22
2012,2,23,28.61,12.88,55.12,99,1.62,205.69,0.03
2012,2,24,27.76,12.21,53.94,99.02,2.13,207.12,0
2012,2,25,28.66,11.17,48.44,98.86,1.94,179.75,0
2012,2,26,28.87,11.17,48.19,98.82,1.53,194.19,0
2012,2,27,28.92,11.41,48.88,98.88,2.01,209.12,0
2012,2,28,27.83,13.43,58.56,98.95,2.24,216.44,0.13
2012,2,29,28.05,14.53,62.81,98.88,2.53,298.25,0.29
2012,3,1,28.75,12.94,55.31,98.91,3.12,267.06,0
2012,3,2,27.86,11.9,53.06,98.96,3.17,241,0
2012,3,3,26.33,12.51,59.94,99,3.26,223.25,0
2012,3,4,26.84,13.06,62.19,99.01,3.01,287.56,0
2012,3,5,27.85,14.95,65.56,99.04,2.52,294.12,0
2012,3,6,27.94,15.93,68,99.09,2.52,261,0
2012,3,7,27.86,15.26,65.69,98.94,3.34,257,0
2012,3,8,26.87,13.85,63.5,98.99,4.27,320.31,0
2012,3,9,26.85,12.27,57.69,98.94,3.86,281.75,0
2012,3,10,27.26,12.51,57.25,98.86,3.54,287.56,0
2012,3,11,27.76,14.04,61.25,98.93,2.87,262.06,0
2012,3,12,28.48,13.67,57.75,99.17,3.07,250.06,0
2012,3,13,29.56,14.4,56.5,99.16,2.53,211,0
2012,3,14,29.95,15.32,58.69,99.22,1.8,250.31,0
2012,3,15,29.52,16.42,64.56,99.25,2.09,251.56,0.04
2012,3,16,28.88,16.91,68.69,99.3,2.37,267.69,0.05
2012,3,17,29.58,15.69,62.56,99.19,2.64,261.62,0.03
2012,3,18,29.09,15.93,64.5,99.26,2.41,260.81,0
2012,3,19,28.79,16.05,65.94,99.29,2.37,271.38,0
2012,3,20,28.7,16.24,66.69,99.21,2.27,267.31,0
2012,3,21,28.61,16.36,67.5,99.18,2.32,244.75,0
2012,3,22,28.71,16.3,67.19,99.18,2.38,255.12,0
2012,3,23,29.05,16.72,67.75,99.19,2.37,264,0
2012,3,24,29.33,16.11,65.31,99.18,2.34,246.75,0
2012,3,25,29.23,15.93,65.12,99.19,2.54,252.12,0
2012,3,26,29.31,15.87,64.88,99.2,2.53,250.38,0
2012,3,27,29.07,14.65,61.06,99.29,2.1,227.69,0.01
2012,3,28,28.9,15.75,64.94,99.43,2.34,219.81,0
2012,3,29,28.95,16.36,66.56,99.39,2.51,277.69,0.01
2012,3,30,28.56,16.36,67.69,99.31,3.16,295.75,0.03
2012,3,31,29.08,15.69,63.81,99.19,2.88,314.81,0.02
2012,4,1,29.58,16.36,64.19,99.16,2.41,251.75,0.45
2012,4,2,29.09,16.97,68.31,99.31,2.43,247.81,0.29
2012,4,3,29.12,16.48,66.81,99.43,2.24,268.69,0.05
2012,4,4,29.33,16.72,67,99.38,2.98,296.31,0.05
2012,4,5,29.4,16.78,66.19,99.19,3.21,296.69,0.02
2012,4,6,29.11,16.72,66.88,99.1,2.85,289.75,2.98
2012,4,7,29.22,17.15,68.44,99,2.55,291.56,2.61
2012,4,8,29.65,16.66,64.62,98.98,2.72,301.56,0.14
2012,4,9,28.96,16.36,65.62,99.12,2.31,287.5,0.2
2012,4,10,29.1,15.87,64.06,99.12,2.37,289.5,5.72
2012,4,11,28.67,16.78,68.75,99.07,2.2,276.94,8.18
2012,4,12,28.58,16.97,69.94,99.05,2.27,278.31,1.49
2012,4,13,28.8,17.64,71.5,98.96,2.18,305.75,0.29
2012,4,14,29.15,17.94,71.31,99,2.15,292.31,0.69
2012,4,15,29.41,17.58,69.38,99.08,2.09,263.62,0.81
2012,4,16,29.16,17.58,69.81,99.05,2.29,245.94,0.57
2012,4,17,28.43,17.58,72.31,98.97,2.36,275.75,1.58
2012,4,18,27.9,18.74,79,98.91,2.47,304.06,8.17
2012,4,19,27.75,16.91,72.69,99,2.34,285,1.25
2012,4,20,29.1,18.01,71.81,99.01,2.27,217.56,11.19
2012,4,21,27.94,19.04,80.19,99.05,2.12,276.75,10.51
2012,4,22,28.36,19.47,79.88,98.76,2.25,306.81,0.91
2012,4,23,27.4,18.13,78.38,98.82,1.96,322.56,1.92
2012,4,24,28.33,17.52,72.81,98.9,2.9,314.31,2.9
2012,4,25,27.9,18.25,77.31,98.94,2.71,300.38,6.58
2012,4,26,27.08,18.86,83.19,99,2.44,297.62,10.59
2012,4,27,27.34,18.8,81.94,98.98,2.46,288.19,13.98
2012,4,28,27.26,17.46,76.88,98.96,2.24,293.88,5.6
2012,4,29,28,18.13,76.38,98.88,2.92,295.44,1.25
2012,4,30,28.35,17.4,72.06,98.86,3.4,301.25,0.33
2012,5,1,28.28,17.4,72.31,98.96,3.15,298.12,0.37
2012,5,2,28.17,17.88,74.5,99.07,2.94,290.56,0.17
2012,5,3,28.43,17.7,73.19,99,2.88,290.38,0.29
2012,5,4,28.19,17.03,71.31,98.97,3.01,285.69,0.09
2012,5,5,27.73,16.48,71.25,99.04,2.99,293.06,0.04
2012,5,6,27.53,16.6,72.5,99.14,3.48,310.75,0.09
2012,5,7,28.01,16.42,70.44,99,3.58,315,0.02
2012,5,8,28.33,17.27,72.19,98.97,3.39,307.94,0.05
2012,5,9,28.46,17.7,72.94,99.1,3.26,296.75,0.19
2012,5,10,28.04,18.25,76.69,99.19,3.13,299.94,0.46
2012,5,11,27.65,18.74,80.06,99.06,2.9,298.12,1.76
2012,5,12,26.63,18.68,84.38,98.96,2.39,293.56,2.14
2012,5,13,28.07,18.19,76.56,98.9,3.24,307.31,0.99
2012,5,14,28.33,18.43,76.19,98.95,3.38,307.25,0.52
2012,5,15,28.35,18.19,75.19,99.1,2.84,287.94,0.44
2012,5,16,28.58,17.94,73.31,98.99,2.61,285.31,0.2
2012,5,17,28.57,18.19,74.31,98.93,2.92,294.19,0.12
2012,5,18,29.16,18.13,72,98.93,3.43,299.94,0.07
2012,5,19,28.8,18.31,73.69,99,3.89,305.94,0.15
2012,5,20,28.67,18.62,75.38,98.9,3.48,302.06,0.13
2012,5,21,28.34,18.19,74.81,98.93,3.45,300.75,0.11
2012,5,22,28.24,17.76,73.88,99.01,2.92,294.75,0.21
2012,5,23,28.48,18.25,74.62,99,2.91,288,0.05
2012,5,24,28.74,18.19,73.25,98.97,3.53,289.88,0.09
2012,5,25,28.97,17.21,68.75,98.91,3.92,296.38,0.07
2012,5,26,29.14,17.4,69,98.91,4.09,294.5,0.93
2012,5,27,28.61,18.31,74.31,98.92,4.12,295.06,0.83
2012,5,28,29.12,17.52,69.38,98.9,4.08,297.12,0.17
2012,5,29,28.71,17.82,71.69,98.97,3.84,294.75,0.18
2012,5,30,28.46,17.94,73.06,98.93,3.99,295.38,0.11
2012,5,31,28.48,17.82,72.62,98.82,3.37,282.56,1.12
2012,6,1,28.56,18.19,74.19,98.83,2.62,266.19,1.48
2012,6,2,28.61,18.74,76.38,98.85,2.81,280.69,6.04
2012,6,3,28.29,19.53,80.44,98.85,3.55,259.94,10.05
2012,6,4,27.47,19.04,82.06,98.88,4.04,250.94,26.04
2012,6,5,26.69,18.62,83.75,98.88,3.55,238.19,39.57
2012,6,6,27.06,18.86,83.12,98.73,3.48,230.69,30.61
2012,6,7,26.55,17.15,78.25,98.86,3.64,222.88,12.47
2012,6,8,27.12,18.19,80.12,98.99,2.83,255.44,20.14
2012,6,9,27.23,19.59,85.62,99.04,4,267.38,12.56
2012,6,10,27.38,18.92,82.19,98.97,3.91,280.56,4.34
2012,6,11,27.01,18.74,82.94,98.86,3.88,250.5,19.01
2012,6,12,26.74,18.86,84.31,98.81,4.03,245.56,65.58
2012,6,13,26.58,17.09,77.81,98.87,3.48,232.56,21.73
2012,6,14,26,17.4,81.81,98.97,3.31,236.81,14.99
2012,6,15,26.27,18.19,83.81,98.95,2.87,208.81,8.16
2012,6,16,26.32,18.74,85.94,98.94,3.47,255.5,17.41
2012,6,17,25.53,18.98,91.44,99,3.88,258.62,106.23
2012,6,18,26.1,20.08,93.31,99.06,5.15,261.19,97.53
2012,6,19,26.11,19.65,91.56,99.11,3.93,273.19,47.79
2012,6,20,26.32,19.29,88.69,99.01,4.15,261.12,30.12
2012,6,21,26.28,19.1,88.19,99.04,3.91,275.31,33.48
2012,6,22,26.07,18.98,88.75,99.04,3.42,276.62,17.66
2012,6,23,26.22,18.86,87.38,98.95,3.41,273.25,7.39
2012,6,24,26.48,19.04,86.69,98.91,3.49,255.88,24.28
2012,6,25,26.43,19.29,88.31,99.06,3.2,248,10.68
2012,6,26,26.08,18.86,88.19,99.14,3.39,282.44,24.89
2012,6,27,25.31,17.88,87.56,99.2,3.03,268.06,30.91
2012,6,28,25.08,17.46,86.5,99.15,3.79,259.81,35.67
2012,6,29,25.05,17.7,87.75,98.99,3.85,248.19,61.91
2012,6,30,25.01,17.94,89,98.9,4.74,261.06,22.14
2012,7,1,24.62,17.46,88.44,98.74,4.17,241.44,46.13
2012,7,2,25.48,19.17,92.06,98.61,5.02,259.69,59.14
2012,7,3,25.92,19.35,90.62,98.61,4.82,265.25,31.63
2012,7,4,25.81,18.74,88.56,98.58,3.5,266.31,16.04
2012,7,5,25.98,18.92,88.62,98.75,3.12,260,7.74
2012,7,6,26.22,19.04,88.06,98.79,3.25,267.62,4.9
2012,7,7,26.34,19.1,87.56,98.72,3.88,267,19.63
2012,7,8,26.45,19.47,88.44,98.67,3.88,268.12,20.7
2012,7,9,26.37,20.08,91.69,98.67,4.17,264.31,49.61
2012,7,10,25.82,19.23,90.75,98.79,4.33,271.06,54.23
2012,7,11,25.01,18.25,90.5,98.92,3.73,246.06,26.62
2012,7,12,25.6,18.43,88.5,98.98,3.82,280.5,19.22
2012,7,13,25.88,18.8,88.62,98.94,3.37,272.44,12.53
2012,7,14,25.88,18.92,88.94,98.84,3.97,288.19,22.49
2012,7,15,26.01,18.86,88.19,98.9,3.52,285.94,24.56
2012,7,16,25.97,18.74,87.81,98.98,3.4,295.75,12.73
2012,7,17,25.57,18.01,86.75,99.13,2.84,297.12,10.59
2012,7,18,25.36,18.19,88.62,99.16,3.09,292.69,15.56
2012,7,19,25.84,18.68,88.44,99.08,3.73,262.06,8.49
2012,7,20,25.94,19.17,89.88,98.96,4.43,263.06,11.48
2012,7,21,25.98,18.98,89,98.98,5.25,268,30.17
2012,7,22,25.91,19.17,90.06,98.95,5.36,270.5,30.59
2012,7,23,25.94,18.98,89.12,98.86,4.76,268.06,16.74
2012,7,24,25.88,19.04,89.62,98.84,4.02,276.62,14.47
2012,7,25,25.9,19.29,90.88,98.94,3.97,274.81,16.24
2012,7,26,25.87,19.29,91,98.94,4.28,279.38,27.5
2012,7,27,25.63,19.04,91.12,98.85,3.97,282.5,13.8
2012,7,28,25.65,18.92,90.38,98.93,3.64,272.31,11.96
2012,7,29,25.87,18.8,88.69,99.08,3.84,278.62,7.68
2012,7,30,25.82,18.49,87.69,99.15,4,270.81,6.6
2012,7,31,25.89,18.19,86.06,99.13,3.98,267.5,12.66
2012,8,1,25.98,18.01,85.06,99.16,3.48,259.88,6.87
2012,8,2,25.83,18.01,85.44,99.2,4.09,269.69,8.26
2012,8,3,25.72,18.43,87.88,99.08,4.5,270.56,12.04
2012,8,4,25.68,18.8,89.88,98.99,4.38,266.06,11.65
2012,8,5,25.5,18.86,91,99.03,3.52,275.88,22.18
2012,8,6,25.48,18.55,89.81,99.09,3.83,286.25,53.04
2012,8,7,25.33,18.37,89.5,99.08,4.12,263.44,52.01
2012,8,8,25.37,18.19,88.62,99.14,3.79,266.5,62.4
2012,8,9,25.07,18.31,90.56,99.1,3.21,279.69,66.29
2012,8,10,25.55,19.1,91.75,98.98,4.28,257.5,103.61
2012,8,11,25.44,18.92,91.5,99.03,4.86,254.06,66.14
2012,8,12,25.23,18.37,90.31,99.08,4.05,253.88,81.68
2012,8,13,25.07,17.7,87.75,99.1,2.7,246,15.14
2012,8,14,25.65,18.25,87.56,99.07,2.53,239.25,4.82
2012,8,15,25.43,18.37,89.25,99.14,3.08,257.88,5.1
2012,8,16,25.67,18.68,89.25,99.04,3.19,279.56,17.6
2012,8,17,25.45,18.74,90.75,98.99,4.56,282,37.7
2012,8,18,25.32,18.37,89.69,99.01,4.75,274.44,27.34
2012,8,19,25.43,18.25,88.5,98.92,3.96,283.25,5.39
2012,8,20,25.45,18.07,87.5,98.91,3.12,258.19,4.65
2012,8,21,25.69,18.43,88,98.99,2.89,268.5,1.94
2012,8,22,25.66,18.43,88.12,98.99,1.86,240.81,2.41
2012,8,23,25.86,17.7,84.06,99.04,1.66,261.12,6.92
2012,8,24,26.23,18.19,84.56,99.03,1.81,257.06,6.68
2012,8,25,25.3,18.74,91.44,99.01,2.96,291.81,75.43
2012,8,26,24.93,18.01,89.94,99.08,3.52,303.31,77.45
2012,8,27,25.51,18.43,88.88,99.04,3.81,264.88,49.91
2012,8,28,25.81,18.68,88.62,99.03,4.17,259.69,53.76
2012,8,29,25.01,18.74,92.94,98.99,5.32,256.69,50.95
2012,8,30,25.26,18.62,91.06,98.95,4.65,256,75.75
2012,8,31,25.19,18.92,92.62,98.91,4.48,256.94,45.87
2012,9,1,25.19,18.49,90.75,98.96,4.46,260.44,35.85
2012,9,2,25.77,18.98,90.19,98.99,4.23,256.25,32.87
2012,9,3,25.37,18.86,91.5,98.86,4.96,254.44,60.05
2012,9,4,25.51,19.04,91.62,98.93,4.42,252.38,52.05
2012,9,5,25.52,18.62,89.81,98.98,3.41,237.56,13.68
2012,9,6,25.61,18.92,90.81,99.09,3.08,232.31,16.22
2012,9,7,25.48,18.98,91.75,99.13,3.24,229.12,16.07
2012,9,8,25.47,18.74,90.62,99.09,3.37,224.44,11.64
2012,9,9,24.97,18.25,91.06,99.15,3.85,226.25,10.88
2012,9,10,24.71,18.31,92.81,99.17,3.05,227.38,12.39
2012,9,11,25.15,18.25,90.25,99.11,2.64,259.56,15.55
2012,9,12,25.3,18.43,90.12,99.13,2.79,247,15.64
2012,9,13,25.67,18.55,88.94,99.2,2.75,259.75,7.85
2012,9,14,25.62,18.49,89,99.15,2.98,258.69,11.26
2012,9,15,25.78,18.68,88.69,99.09,3.24,268.81,9.69
2012,9,16,25.95,18.49,87,99.07,3.48,275.25,10.55
2012,9,17,25.96,18.49,87,99.1,3.3,272.81,12.01
2012,9,18,25.75,18.19,86.56,99.1,2.55,274.5,39.41
2012,9,19,25.84,17.64,83.81,99,2.25,285.31,4.67
2012,9,20,25.76,17.4,83,99.08,2.04,295.19,0.08
2012,9,21,25.65,16.85,81.12,99.12,1.73,289.12,0.01
2012,9,22,25.57,16.85,81.56,99.25,1.77,281.19,0.04
2012,9,23,25.25,16.85,83.25,99.21,2.32,308.75,0.04
2012,9,24,25.12,16.91,84,99.21,2.54,311,0.02
2012,9,25,25.19,17.03,84.38,99.2,2.66,306.81,0.01
2012,9,26,25.73,17.7,84.81,99.27,3.2,310.19,0.06
2012,9,27,26.1,17.94,84.12,99.28,3.33,307.44,0.48
2012,9,28,26.01,18.43,86.62,99.19,3.27,306.5,1.2
2012,9,29,26.08,18.31,85.69,99.07,2.48,310.62,1.36
2012,9,30,25.53,18.31,88.5,99.02,2.02,241.62,15.46
2012,10,1,25.73,18.92,90.25,99,2.09,250.94,14.8
2012,10,2,25.41,18.55,90,99.1,3.77,227.56,37.23
2012,10,3,25.44,17.21,83.94,99.19,3.54,212.56,11.94
2012,10,4,25.59,17.88,86.06,99.15,2.89,220.56,8.24
2012,10,5,25.95,18.13,85.5,99.21,2.06,239.62,3.88
2012,10,6,26.26,18.19,84.5,99.27,1.81,287.44,0.27
2012,10,7,26.39,18.49,85,99.27,2.23,318.94,0.88
2012,10,8,26.54,18.31,83.5,99.12,2.48,307.94,7.89
2012,10,9,26.23,18.07,83.62,99.01,2.98,296,6.42
2012,10,10,26.57,18.49,84.25,99.02,2.7,308.06,2.4
2012,10,11,26.65,17.4,79.5,99.03,2.12,234.44,0.61
2012,10,12,26.21,16.36,76.75,99.06,1.98,181.69,0.69
2012,10,13,25.87,17.82,84.38,99.11,1.52,184.56,0.85
2012,10,14,26.5,17.64,80.56,99.2,1.07,164.31,14.39
2012,10,15,25.81,17.64,84.06,99.39,1.67,193.19,7.81
2012,10,16,26.33,17.88,82.81,99.42,1.21,298.75,1.13
2012,10,17,26.52,16.78,77.06,99.31,1.56,191.38,0.95
2012,10,18,26.55,15.62,72,99.2,1.47,127.94,0.46
2012,10,19,27.29,17.09,74.62,99.14,1,116,2.82
2012,10,20,26.85,17.58,79.25,99.13,1.31,94.31,10.57
2012,10,21,24.51,16.72,85.69,99.15,1.83,164.38,8.13
2012,10,22,26.07,18.86,88.38,99.16,2.04,172,15.38
2012,10,23,26.51,17.64,80.88,99.15,1.77,176.31,3.39
2012,10,24,26.78,17.82,80.31,99.12,0.95,204.38,0.95
2012,10,25,26.45,18.19,83.25,99.09,1.5,167.06,1.09
2012,10,26,26.48,18.31,83.62,99.02,1.16,262.06,1.95
2012,10,27,26.69,17.33,78.38,98.98,1.98,149,0.82
2012,10,28,26.54,15.81,72.38,99.07,1.9,129.56,0.38
2012,10,29,26.41,16.54,75.94,99.06,2.05,137.75,0.44
2012,10,30,26.4,16.78,77.12,98.96,1.23,150.38,0.04
2012,10,31,26.07,16.48,76.94,98.85,1.59,138.25,8.9
2012,11,1,24.78,17.94,90.06,98.68,6.2,281.38,33.96
2012,11,2,25.29,17.7,86.56,98.96,3.29,275.38,26.46
2012,11,3,25.56,17.15,82.69,99.14,2.34,241.69,12.99
2012,11,4,25.5,17.76,85.69,99.1,2.12,264.56,11.97
2012,11,5,25.41,18.01,87.5,99.06,2.45,233.06,8.15
2012,11,6,26.23,17.58,81.56,99.1,1.73,215,3.55
2012,11,7,26.13,18.25,85,99.18,1.98,284.56,0.19
2012,11,8,26.53,18.86,85.88,99.09,1.81,286.12,1.3
2012,11,9,25.59,18.31,88,99.13,1.45,230.5,1.67
2012,11,10,26.4,17.88,82.19,99.25,1.58,188.62,4.84
2012,11,11,26.45,17.82,81.75,99.28,1.57,165.38,3.07
2012,11,12,26.15,17.82,82.94,99.27,1.47,157.38,13.98
2012,11,13,26.01,17.03,80.44,99.31,1.62,190.25,2.05
2012,11,14,24.82,13.49,68.81,99.15,2.3,61,0.2
2012,11,15,23.76,11.66,63.56,99.18,2.48,82.5,0
2012,11,16,24.48,11.47,59.69,99.3,1.78,65.38,0
2012,11,17,24.8,12.08,61.38,99.27,1.16,161.75,0
2012,11,18,24.94,11.84,59.56,99.19,1.09,158.06,0
2012,11,19,24.35,12.27,63.62,99.16,1.35,141.75,0
2012,11,20,24.94,14.22,71.62,99.19,1.43,167.75,0
2012,11,21,25.67,15.26,73.38,99.24,1.59,229.06,0
2012,11,22,26.6,16.91,76.94,99.16,1.68,202,0
2012,11,23,26.83,18.49,82.69,99.1,1.45,169,0.27
2012,11,24,26.58,17.94,81.69,99.1,2.09,153.75,3.48
2012,11,25,26.6,17.52,79.75,99.21,1.33,144.31,1.07
2012,11,26,26.33,16.36,75.94,99.26,1.8,155.31,0.17
2012,11,27,26.3,15.93,74.31,99.25,1.76,151.06,0.05
2012,11,28,25.33,14.28,71.06,99.24,1.97,153.75,0.05
2012,11,29,24.61,13.24,68.81,99.18,2.08,170.44,0.01
2012,11,30,24.95,13.98,70.31,99.25,1.56,157.19,0
2012,12,1,25.23,14.59,72.44,99.22,1.6,166,0.01
2012,12,2,25.15,14.22,71.19,99.25,1.53,111.19,0
2012,12,3,24.98,14.04,70.94,99.15,2.13,170.56,0.05
2012,12,4,26.01,17.46,82,99.08,1.48,135,2.82
2012,12,5,26.95,17.88,79.56,99.03,2.28,154,0.11
2012,12,6,27.22,17.09,75.12,99.21,1.43,148.75,0.01
2012,12,7,26.21,15.32,71.94,99.26,1.62,117.06,0.01
2012,12,8,25.83,15.26,72.56,99.29,1.78,153.94,0
2012,12,9,25.76,15.56,74.5,99.25,1.23,225.38,0
2012,12,10,25.54,15.01,73.56,99.22,1.67,159.44,0.08
2012,12,11,25.76,15.81,76.56,99.28,1.88,201.44,0.02
2012,12,12,25.55,15.69,76.88,99.28,1.92,187.56,0.01
2012,12,13,25.26,15.87,78.62,99.35,1.95,236.62,0.02
2012,12,14,25.63,15.62,75.75,99.42,1.95,190.94,0.01
2012,12,15,25.19,12.82,64.88,99.47,2.16,91.88,0.03
2012,12,16,24.3,12.15,64.62,99.43,2.95,86.5,0
2012,12,17,24.65,13.06,67.88,99.35,2.84,92.25,0
2012,12,18,24.94,13,66.12,99.32,2.32,95.25,0
2012,12,19,25.08,12.45,62.81,99.18,2.34,135.25,0
2012,12,20,26.27,14.22,66.38,99.05,2.08,133.62,0
2012,12,21,26.75,14.34,65.88,99.11,1.92,149.25,0
2012,12,22,24.69,12.21,63.44,99.19,2.73,71.06,0
2012,12,23,25.19,12.57,64,99.17,2.09,159.56,0
2012,12,24,25.78,13.85,67.5,99.16,2.12,177.31,0
2012,12,25,25.69,13.92,67.94,99.05,1.89,146.94,0
2012,12,26,25.95,13.85,66.44,98.99,2.05,150.88,0
2012,12,27,26.25,13.98,65.88,98.99,1.98,178.06,0
2012,12,28,26.25,15.32,71.62,98.92,2.39,186.56,0
2012,12,29,27.62,16.66,72,98.91,1.66,165,0.03
2012,12,30,27.05,17.52,77.56,99,1.47,210.12,0.39
2012,12,31,27.23,17.64,77.62,99.03,1.7,190.38,0.34
2013,1,1,27.39,17.21,75.75,99.13,2.01,185.5,0.19
2013,1,2,26.98,15.75,71.56,99.24,2.2,182.38,0.03
2013,1,3,26.55,15.56,73,99.34,2.36,208.56,0.01
2013,1,4,26.3,15.56,73.44,99.29,2.47,236.81,0
2013,1,5,26.55,15.26,71.44,99.1,2.85,202.69,0
2013,1,6,26.18,15.2,72.25,99.16,3.15,246.44,0
2013,1,7,26.42,14.89,70,99.18,2.84,258.75,0
2013,1,8,26.53,15.08,70.25,99.28,2.41,224.56,0
2013,1,9,26.44,14.34,67.62,99.29,2.16,166.88,0
2013,1,10,26.2,13.49,64.62,99.25,2.1,165.5,0
2013,1,11,25.69,12.82,63.25,99.3,2.23,172.12,0
2013,1,12,25.96,13.06,63.44,99.45,2.16,164.62,0
2013,1,13,26.15,11.54,56.12,99.3,1.71,133.88,0
2013,1,14,25.24,11.66,59.19,99.31,2.43,168,0
2013,1,15,25.74,11.23,55.31,99.35,1.8,166.56,0
2013,1,16,25.49,11.96,60.19,99.41,1.97,187.25,0
2013,1,17,25.6,12.33,61.31,99.42,2.01,186.94,0
2013,1,18,25.73,12.76,63.06,99.45,2.34,211,0
2013,1,19,25.83,13.06,63.5,99.39,2.57,204.62,0
2013,1,20,26,12.51,61.12,99.38,2.55,176.81,0
2013,1,21,26.04,12.27,59.31,99.46,2.09,191.38,0
2013,1,22,26.16,11.9,57.62,99.46,2.52,182.56,0
2013,1,23,26,12.88,62.06,99.5,2.52,179.38,0
2013,1,24,25.91,12.45,60.5,99.44,2.48,185,0
2013,1,25,26.03,11.84,57.31,99.45,2.55,188.38,0
2013,1,26,26.11,10.56,51.75,99.45,2.62,182.62,0
2013,1,27,26.02,11.17,54.75,99.47,2.9,179.81,0
2013,1,28,26.15,12.76,60.75,99.44,2.66,196.5,0
2013,1,29,26.49,12.51,59.62,99.36,2.19,184.62,0
2013,1,30,26.58,11.96,56.19,99.35,2.71,194.75,0
2013,1,31,26.93,13.24,60.31,99.37,3.26,193.94,0
2013,2,1,27.19,12.45,56.75,99.35,2.36,144.56,0
2013,2,2,26.62,10.93,51.69,99.32,2.6,183.88,0
2013,2,3,26.14,12.39,59.06,99.34,2.27,191.44,0
2013,2,4,26.56,13.37,62,99.45,2.33,187.06,0
2013,2,5,27.3,15.14,67.5,99.46,2.05,233.5,0
2013,2,6,27.42,15.81,69.69,99.48,2.68,320.69,0.02
2013,2,7,27.83,15.56,67,99.3,3.15,288.06,0.09
2013,2,8,27.44,15.01,66.31,99.22,3.11,320.12,0.02
2013,2,9,27.6,14.71,64.06,99.14,2.61,249.94,0.03
2013,2,10,28.62,13.85,57.88,99.11,2.18,208,0.03
2013,2,11,28.79,12.94,54.19,99.1,1.85,184.88,0
2013,2,12,29.15,12.82,52,99.03,1.87,168.19,0.01
2013,2,13,29.62,11.84,47.5,99.02,2.04,168,0
2013,2,14,28.67,14.71,60.06,99.13,1.98,172.12,0.77
2013,2,15,26.83,17.46,78.12,99.17,2.56,230.81,4.26
2013,2,16,26.6,16.97,77.62,99.1,2.3,245,12.32
2013,2,17,26.22,17.15,80,99.07,2.16,300,18.24
2013,2,18,26.83,15.14,69.38,99.06,2.84,243.88,0.12
2013,2,19,27.82,15.75,67.94,99.15,2.11,219.56,0.01
2013,2,20,28.13,15.93,67.56,99.2,2.2,251.06,0.01
2013,2,21,27.83,14.71,64.25,99.29,2.38,201.38,0
2013,2,22,27.76,13.49,59.81,99.34,2.25,171.25,0
2013,2,23,27.76,14.4,63.56,99.45,2.32,220.25,0
2013,2,24,27.69,14.16,62.38,99.36,2.31,182.81,0
2013,2,25,27.37,13.55,61.38,99.43,2.35,194.94,0
2013,2,26,27.77,11.84,54.38,99.45,2.43,189.12,0
2013,2,27,27.56,14.77,65.81,99.42,2.73,266.31,0
2013,2,28,27.86,12.88,57.19,99.22,2.36,190.62,0
2013,3,1,28.34,13.37,57.06,99.22,2.05,193.56,0
2013,3,2,28.83,11.41,48,99.27,2.05,173.75,0
2013,3,3,29.04,12.45,51.81,99.28,1.61,189.56,0
2013,3,4,29.01,12.02,50.5,99.27,1.79,182.44,0
2013,3,5,29.9,13.98,54.69,99.19,1.48,190.19,0.13
